MIGA2	ENSG00000148343
RASA1	ENSG00000145715
GPBP1	ENSG00000062194
RPL15	ENSG00000174748
RAB14	ENSG00000119396
SKIL	ENSG00000136603
TANC1	ENSG00000115183
CNOT4	ENSG00000080802
KLF10	ENSG00000155090
CREB3L2	ENSG00000182158
ZDHHC20	ENSG00000180776
SFMBT1	ENSG00000163935
KPNA1	ENSG00000114030
CLCN3	ENSG00000109572
PTAR1	ENSG00000188647
JADE1	ENSG00000077684
NR3C1	ENSG00000113580
FAM161A	ENSG00000170264
RNF41	ENSG00000181852
ZNF107	ENSG00000196247
STX6	ENSG00000135823
NFIB	ENSG00000147862
PANK3	ENSG00000120137
UBE2D3	ENSG00000109332
KDM2A	ENSG00000173120
PRKAA1	ENSG00000132356
SNIP1	ENSG00000163877
MAPK8	ENSG00000107643
SFT2D2	ENSG00000213064
CCDC6	ENSG00000108091
DUSP7	ENSG00000164086
HIPK3	ENSG00000110422
ZNF207	ENSG00000010244
ACBD5	ENSG00000107897
TGFBR2	ENSG00000163513
VANGL1	ENSG00000173218
PFKFB3	ENSG00000170525
PPP2R1B	ENSG00000137713
CD2AP	ENSG00000198087
DAD1	ENSG00000129562
ZFYVE26	ENSG00000072121
B3GNT2	ENSG00000170340
PDE3B	ENSG00000152270
ZDHHC23	ENSG00000184307
CNOT6	ENSG00000113300
SMARCD2	ENSG00000108604
USP6NL	ENSG00000148429
PIKFYVE	ENSG00000115020
FRMD6	ENSG00000139926
RNF19A	ENSG00000034677
CNOT7	ENSG00000198791
ELK3	ENSG00000111145
MDM2	ENSG00000135679
SCML2	ENSG00000102098
C16orf70	ENSG00000125149
ZHX1	ENSG00000165156
SUZ12	ENSG00000178691
QKI	ENSG00000112531
RAPGEF2	ENSG00000109756
IVNS1ABP	ENSG00000116679
MED12L	ENSG00000144893
NACC2	ENSG00000148411
HIPK2	ENSG00000064393
SLC5A3	ENSG00000198743
SAMD8	ENSG00000156671
FGF2	ENSG00000138685
LPP	ENSG00000145012
KIF5C	ENSG00000276734
GOLT1B	ENSG00000111711
EOGT	ENSG00000163378
PTP4A1	ENSG00000112245
SHANK2	ENSG00000162105
ARIH1	ENSG00000166233
CASP8	ENSG00000064012
SRSF3	ENSG00000112081
AK3	ENSG00000147853
SPTSSA	ENSG00000165389
WDFY3	ENSG00000163625
EIF5	ENSG00000100664
SLC7A1	ENSG00000139514
MCFD2	ENSG00000180398
MAP3K2	ENSG00000169967
MBNL1	ENSG00000152601
EPC1	ENSG00000120616
FRS2	ENSG00000166225
ACADSB	ENSG00000196177
FOXP1	ENSG00000114861
TSC1	ENSG00000165699
SPOPL	ENSG00000144228
FAM53B	ENSG00000189319
NIN	ENSG00000100503
TPRG1L	ENSG00000158109
UTP14C	ENSG00000253797
ACVR1	ENSG00000115170
ZNF292	ENSG00000188994
ZFP91	ENSG00000186660
AFF1	ENSG00000172493
ZFAND5	ENSG00000107372
RAD23B	ENSG00000119318
NFAT5	ENSG00000102908
HNRNPR	ENSG00000282958
MYLIP	ENSG00000007944
GTF2A1	ENSG00000165417
SACM1L	ENSG00000211456
TK2	ENSG00000166548
SREK1	ENSG00000153914
MAP3K21	ENSG00000143674
TOGARAM1	ENSG00000198718
PPP3R1	ENSG00000221823
PTGES3	ENSG00000110958
RNF11	ENSG00000123091
PMAIP1	ENSG00000141682
FAM208B	ENSG00000108021
TJAP1	ENSG00000137221
ARF6	ENSG00000165527
CARNMT1	ENSG00000156017
ARID4B	ENSG00000054267
ZDHHC21	ENSG00000175893
FZD3	ENSG00000104290
PHIP	ENSG00000146247
COX10	ENSG00000006695
CLIP4	ENSG00000115295
TGFBR1	ENSG00000106799
CGGBP1	ENSG00000163320
TMEM87A	ENSG00000103978
TGOLN2	ENSG00000152291
PATL1	ENSG00000166889
C18orf25	ENSG00000152242
DCUN1D3	ENSG00000188215
TMEM170A	ENSG00000166822
PRKACB	ENSG00000142875
CYP2U1	ENSG00000155016
SERTAD2	ENSG00000179833
RMND5A	ENSG00000153561
POLE3	ENSG00000148229
F3	ENSG00000117525
PLAG1	ENSG00000181690
FAM135A	ENSG00000082269
LZIC	ENSG00000162441
MSMO1	ENSG00000052802
WRNIP1	ENSG00000124535
CMPK1	ENSG00000162368
ZNF431	ENSG00000196705
CEP55	ENSG00000138180
ABHD2	ENSG00000140526
LRRC8B	ENSG00000197147
NSD3	ENSG00000147548
FAM114A1	ENSG00000197712
TBL1XR1	ENSG00000177565
GNPTAB	ENSG00000111670
ZBTB37	ENSG00000185278
ANKRD13C	ENSG00000118454
CDC5L	ENSG00000096401
NAA30	ENSG00000139977
LATS1	ENSG00000131023
IRF1	ENSG00000125347
SPEN	ENSG00000065526
ZNF326	ENSG00000162664
PRR14L	ENSG00000183530
LDLR	ENSG00000130164
WDR20	ENSG00000140153
BICD1	ENSG00000151746
ELOA	ENSG00000011007
AFF4	ENSG00000072364
EDEM3	ENSG00000116406
BMP2K	ENSG00000138756
MMGT1	ENSG00000169446
CDK19	ENSG00000155111
PHKA1	ENSG00000067177
TMEM250	ENSG00000238227
KPNA6	ENSG00000025800
SLC7A11	ENSG00000151012
SAR1B	ENSG00000152700
SLC6A6	ENSG00000131389
POU2F1	ENSG00000143190
VCPIP1	ENSG00000175073
PEAK1	ENSG00000173517
CDV3	ENSG00000091527
CALM1	ENSG00000198668
BAHD1	ENSG00000140320
VMP1	ENSG00000062716
YIPF4	ENSG00000119820
EIF1AX	ENSG00000173674
ARMC8	ENSG00000114098
ZBTB11	ENSG00000066422
RAB18	ENSG00000099246
NIPA1	ENSG00000170113
ANKRD12	ENSG00000101745
WBP4	ENSG00000120688
SSX2IP	ENSG00000117155
USP12	ENSG00000152484
DCAF7	ENSG00000136485
DSCR3	ENSG00000157538
NHLRC2	ENSG00000196865
DDX3Y	ENSG00000067048
UBE2D1	ENSG00000072401
PDE4D	ENSG00000113448
PPP2R5E	ENSG00000154001
RGMB	ENSG00000174136
NFIC	ENSG00000141905
BRK1	ENSG00000254999
PAPD4	ENSG00000164329
ZBTB4	ENSG00000283868
TMEM50B	ENSG00000263160
RAB11A	ENSG00000103769
KLF13	ENSG00000275746
ZKSCAN1	ENSG00000106261
KLF7	ENSG00000118263
PUS7	ENSG00000091127
HEG1	ENSG00000173706
TOR1AIP2	ENSG00000169905
C16orf72	ENSG00000182831
RACGAP1	ENSG00000161800
OCRL	ENSG00000122126
RNF145	ENSG00000145860
PSMA4	ENSG00000041357
LMLN	ENSG00000185621
KMT2C	ENSG00000055609
LNPEP	ENSG00000113441
PAFAH1B1	ENSG00000007168
PARD6B	ENSG00000124171
PHF6	ENSG00000156531
FBXL4	ENSG00000112234
IRS2	ENSG00000185950
ZCCHC2	ENSG00000141664
TRIM23	ENSG00000113595
CEP170	ENSG00000143702
RIC1	ENSG00000107036
SOCS5	ENSG00000171150
PNRC1	ENSG00000146278
FAM234A	ENSG00000167930
UBE2A	ENSG00000077721
BLOC1S2	ENSG00000196072
PTPN14	ENSG00000152104
GIT2	ENSG00000139436
DNAJB14	ENSG00000164031
FYCO1	ENSG00000163820
PPP6R2	ENSG00000100239
MTMR6	ENSG00000139505
DCUN1D4	ENSG00000109184
SNX10	ENSG00000086300
ALG2	ENSG00000119523
LGALSL	ENSG00000119862
L3MBTL1	ENSG00000185513
SPRYD4	ENSG00000176422
ARL6IP1	ENSG00000170540
BBX	ENSG00000114439
EFNA5	ENSG00000184349
STX16	ENSG00000124222
BUB3	ENSG00000154473
DPP8	ENSG00000074603
EMC7	ENSG00000134153
NUP54	ENSG00000138750
RAD21	ENSG00000164754
OTUD7B	ENSG00000264522
HPRT1	ENSG00000165704
APPL1	ENSG00000157500
FGFR1OP	ENSG00000213066
YY1	ENSG00000100811
HIPK1	ENSG00000163349
GREB1L	ENSG00000141449
FEM1B	ENSG00000169018
UBE2D2	ENSG00000131508
MTDH	ENSG00000147649
BAZ2A	ENSG00000076108
DPYSL5	ENSG00000157851
CAPRIN2	ENSG00000110888
MLEC	ENSG00000110917
LBR	ENSG00000143815
CHD9	ENSG00000177200
DLG5	ENSG00000151208
MAP1B	ENSG00000131711
USP13	ENSG00000058056
MID1IP1	ENSG00000165175
CAMTA1	ENSG00000171735
ELAVL1	ENSG00000066044
GNG12	ENSG00000172380
SEC23A	ENSG00000100934
UGT8	ENSG00000174607
SYNJ1	ENSG00000159082
MYO5B	ENSG00000167306
SSR1	ENSG00000124783
LCLAT1	ENSG00000172954
ZNF544	ENSG00000198131
ITPRIPL2	ENSG00000205730
NHS	ENSG00000188158
NF1	ENSG00000196712
REEP5	ENSG00000129625
SENP5	ENSG00000119231
USP37	ENSG00000135913
MYBL1	ENSG00000185697
RAB23	ENSG00000112210
E2F3	ENSG00000112242
PPARA	ENSG00000186951
ATF2	ENSG00000115966
SLC44A1	ENSG00000070214
ITGA2	ENSG00000164171
C2CD5	ENSG00000111731
INSIG1	ENSG00000186480
KCTD20	ENSG00000112078
PLEKHA1	ENSG00000107679
ARL8B	ENSG00000134108
ATL3	ENSG00000184743
LCORL	ENSG00000178177
PPIG	ENSG00000138398
NEK9	ENSG00000119638
MED21	ENSG00000152944
USP28	ENSG00000048028
ZNF891	ENSG00000214029
DHX33	ENSG00000005100
ZNF516	ENSG00000101493
DRG1	ENSG00000185721
NUS1	ENSG00000153989
DYNLL2	ENSG00000264364
PIK3C2A	ENSG00000011405
CANX	ENSG00000283777
C6orf89	ENSG00000198663
MTMR1	ENSG00000063601
MED13L	ENSG00000123066
DDHD1	ENSG00000100523
GPR137B	ENSG00000077585
DNAJB4	ENSG00000162616
ARHGAP5	ENSG00000100852
MID1	ENSG00000101871
CHERP	ENSG00000085872
CD47	ENSG00000196776
BPTF	ENSG00000171634
NUCKS1	ENSG00000069275
ARHGEF26	ENSG00000277101
PRELID3B	ENSG00000101166
TMBIM6	ENSG00000139644
PHF20	ENSG00000025293
LIMD1	ENSG00000144791
ATXN7	ENSG00000163635
CUX1	ENSG00000257923
MARCH7	ENSG00000136536
MTCL1	ENSG00000168502
SOCS4	ENSG00000180008
HSPA13	ENSG00000155304
TRIM59	ENSG00000213186
SLMAP	ENSG00000163681
MCL1	ENSG00000143384
CCDC50	ENSG00000152492
IREB2	ENSG00000136381
PRNP	ENSG00000171867
ATG2B	ENSG00000066739
ASXL2	ENSG00000143970
ELL2	ENSG00000118985
ANKRD13A	ENSG00000076513
ADAM10	ENSG00000137845
CLCN5	ENSG00000171365
ARAP2	ENSG00000047365
TRIB1	ENSG00000173334
SF3B3	ENSG00000189091
FOSL2	ENSG00000075426
BCL2L2	ENSG00000129473
FJX1	ENSG00000179431
TET3	ENSG00000187605
RPF2	ENSG00000197498
NADK	ENSG00000008130
SZRD1	ENSG00000055070
ZNF317	ENSG00000130803
MOB1B	ENSG00000173542
PTGFRN	ENSG00000134247
CSNK1G1	ENSG00000169118
GOPC	ENSG00000047932
MLF1	ENSG00000178053
SOD2	ENSG00000112096
RBM25	ENSG00000119707
YWHAZ	ENSG00000164924
PTPRG	ENSG00000144724
OTUD4	ENSG00000164164
HBS1L	ENSG00000112339
PHTF2	ENSG00000006576
SACS	ENSG00000151835
MFF	ENSG00000168958
PSAT1	ENSG00000135069
PHAX	ENSG00000164902
WDR26	ENSG00000162923
GATAD2B	ENSG00000261992
TRAPPC10	ENSG00000160218
PPP4R2	ENSG00000163605
MDM4	ENSG00000198625
VAMP3	ENSG00000049245
PDLIM5	ENSG00000163110
HOXA3	ENSG00000105997
PON2	ENSG00000105854
SMAD3	ENSG00000166949
TIPARP	ENSG00000163659
GTPBP10	ENSG00000105793
ZBTB38	ENSG00000177311
N4BP2	ENSG00000078177
SLC30A7	ENSG00000162695
ZBTB7A	ENSG00000178951
HEATR1	ENSG00000119285
MAP7	ENSG00000135525
KIF13A	ENSG00000137177
NCK1	ENSG00000158092
CCM2	ENSG00000136280
MRPL42	ENSG00000198015
HIVEP2	ENSG00000010818
SFMBT2	ENSG00000198879
SGTB	ENSG00000197860
SH3BP5L	ENSG00000175137
PDRG1	ENSG00000088356
SNX27	ENSG00000143376
PIK3CB	ENSG00000051382
GNAQ	ENSG00000156052
CPNE3	ENSG00000085719
ATG4D	ENSG00000130734
PPP6R1	ENSG00000105063
B3GALNT2	ENSG00000282880
YWHAH	ENSG00000128245
RBMX	ENSG00000147274
RUNX3	ENSG00000020633
CIT	ENSG00000122966
WDR82	ENSG00000164091
B4GALT5	ENSG00000158470
WDR33	ENSG00000136709
SIK2	ENSG00000170145
ADSS	ENSG00000035687
TRIM37	ENSG00000108395
PNISR	ENSG00000132424
PPM1A	ENSG00000100614
SLC36A1	ENSG00000123643
SEL1L	ENSG00000071537
MLLT3	ENSG00000171843
THBS1	ENSG00000137801
FOXN2	ENSG00000170802
PAPD5	ENSG00000121274
RCAN3	ENSG00000117602
ATG16L1	ENSG00000281089
SNRK	ENSG00000163788
MPHOSPH9	ENSG00000051825
UBR7	ENSG00000278787
RIOX2	ENSG00000170854
MIER1	ENSG00000198160
SHCBP1	ENSG00000171241
CAV2	ENSG00000105971
ZNF281	ENSG00000162702
ACBD3	ENSG00000182827
EEA1	ENSG00000102189
SMARCE1	ENSG00000073584
GRK6	ENSG00000198055
MAP2K3	ENSG00000034152
ZBTB14	ENSG00000198081
DDIAS	ENSG00000165490
GINS1	ENSG00000101003
TBCEL	ENSG00000154114
ARL8A	ENSG00000143862
TPGS2	ENSG00000134779
MFSD6	ENSG00000151690
FAM136A	ENSG00000035141
UBR3	ENSG00000144357
SIN3B	ENSG00000127511
ZCCHC14	ENSG00000140948
ESCO2	ENSG00000171320
G0S2	ENSG00000123689
MAP3K14	ENSG00000006062
MLYCD	ENSG00000103150
SAV1	ENSG00000151748
PSEN1	ENSG00000080815
MBD2	ENSG00000134046
SENP1	ENSG00000079387
SPATA2	ENSG00000158480
NCKIPSD	ENSG00000213672
CCDC137	ENSG00000185298
DDX21	ENSG00000165732
CMTR2	ENSG00000282945
SOCS3	ENSG00000184557
RC3H1	ENSG00000135870
FAM199X	ENSG00000123575
UBQLN1	ENSG00000135018
SLBP	ENSG00000163950
PITPNM2	ENSG00000090975
SRSF6	ENSG00000124193
DDHD2	ENSG00000085788
AGPAT5	ENSG00000155189
RNF44	ENSG00000146083
SRGAP1	ENSG00000196935
IMPDH1	ENSG00000106348
PSMD9	ENSG00000110801
AMMECR1L	ENSG00000144233
PELI1	ENSG00000197329
FAM49B	ENSG00000153310
STEAP2	ENSG00000157214
ATF7IP	ENSG00000171681
AKT3	ENSG00000275199
PEG10	ENSG00000242265
ZMYM2	ENSG00000121741
LONRF1	ENSG00000154359
MSI2	ENSG00000153944
LMBR1	ENSG00000105983
VPS37A	ENSG00000155975
DEPDC1	ENSG00000024526
AAK1	ENSG00000115977
EMP2	ENSG00000213853
C5orf51	ENSG00000205765
ZMYND11	ENSG00000015171
ATF6	ENSG00000118217
MEF2D	ENSG00000116604
UBE4A	ENSG00000110344
TOM1L2	ENSG00000175662
HNRNPA2B1	ENSG00000122566
TGIF1	ENSG00000177426
RPS29	ENSG00000213741
NOTCH2	ENSG00000134250
PLEKHA8	ENSG00000106086
RAB34	ENSG00000109113
ZBTB34	ENSG00000177125
CDKN1A	ENSG00000124762
WDR45B	ENSG00000141580
CARHSP1	ENSG00000153048
SLC2A1	ENSG00000117394
KNL1	ENSG00000137812
MKL2	ENSG00000186260
RAN	ENSG00000132341
HBP1	ENSG00000283847
CAST	ENSG00000153113
LRRC45	ENSG00000169683
RHPN2	ENSG00000131941
ATL2	ENSG00000119787
COL4A3BP	ENSG00000113163
SPIRE1	ENSG00000134278
SLC35D1	ENSG00000116704
KIAA1211	ENSG00000109265
ATP2C1	ENSG00000017260
TPD52	ENSG00000076554
ARHGAP1	ENSG00000175220
HNRNPU	ENSG00000153187
RALGPS2	ENSG00000116191
RPRD1A	ENSG00000141425
SUGT1	ENSG00000165416
TMEM9B	ENSG00000175348
PPIL1	ENSG00000137168
RAB5B	ENSG00000111540
TM2D2	ENSG00000169490
ZBTB43	ENSG00000169155
NPTN	ENSG00000156642
KLF3	ENSG00000109787
REV3L	ENSG00000009413
GPSM2	ENSG00000121957
PAQR3	ENSG00000163291
ANKFY1	ENSG00000185722
PDE4DIP	ENSG00000178104
CCNY	ENSG00000108100
CREBZF	ENSG00000137504
FBXL20	ENSG00000108306
KIAA1468	ENSG00000134444
UTP23	ENSG00000147679
TNFRSF21	ENSG00000146072
CLIC4	ENSG00000169504
CREB1	ENSG00000118260
RAP1A	ENSG00000116473
NUDT4	ENSG00000173598
MBNL2	ENSG00000139793
SSFA2	ENSG00000138434
GFPT1	ENSG00000198380
RSBN1L	ENSG00000187257
CEP350	ENSG00000135837
MAPK14	ENSG00000112062
MB21D2	ENSG00000180611
PCNX4	ENSG00000126773
NRBF2	ENSG00000148572
BROX	ENSG00000162819
LPGAT1	ENSG00000123684
CAMSAP1	ENSG00000130559
E2F2	ENSG00000282899
FARP2	ENSG00000006607
MED28	ENSG00000118579
RNF168	ENSG00000163961
GRSF1	ENSG00000132463
CD46	ENSG00000117335
HDLBP	ENSG00000115677
C5orf30	ENSG00000181751
RNMT	ENSG00000101654
ZBTB41	ENSG00000177888
CENPK	ENSG00000123219
ARL5B	ENSG00000165997
DCTN5	ENSG00000166847
PLAGL1	ENSG00000118495
SERTAD4	ENSG00000082497
MGAT5	ENSG00000152127
ATMIN	ENSG00000166454
VGLL4	ENSG00000144560
KAT7	ENSG00000136504
PPP2CA	ENSG00000113575
FASTK	ENSG00000164896
USP33	ENSG00000077254
NIP7	ENSG00000132603
HARS	ENSG00000170445
ABCB7	ENSG00000131269
STK38	ENSG00000112079
SBNO1	ENSG00000139697
AP1G2	ENSG00000213983
ARIH2	ENSG00000177479
POLE4	ENSG00000115350
MAFG	ENSG00000197063
PCGF2	ENSG00000278644
SNX9	ENSG00000130340
C16orf58	ENSG00000140688
ZFYVE9	ENSG00000157077
INTS6	ENSG00000102786
N4BP2L2	ENSG00000244754
ASAP2	ENSG00000151693
TMEM64	ENSG00000180694
MLLT6	ENSG00000275851
GAREM1	ENSG00000141441
MCC	ENSG00000171444
PCGF5	ENSG00000180628
MTMR12	ENSG00000150712
DAG1	ENSG00000173402
DIAPH3	ENSG00000139734
BMI1	ENSG00000168283
TLE4	ENSG00000106829
PDK1	ENSG00000152256
BLCAP	ENSG00000166619
RNF2	ENSG00000121481
EPC2	ENSG00000135999
CELF2	ENSG00000048740
FAM102A	ENSG00000167106
SEC23B	ENSG00000101310
COMMD6	ENSG00000188243
MRPL28	ENSG00000086504
BTAF1	ENSG00000095564
VPS37B	ENSG00000139722
ZNF827	ENSG00000151612
ATG5	ENSG00000057663
AMMECR1	ENSG00000101935
TBRG1	ENSG00000154144
CCNA2	ENSG00000145386
GSKIP	ENSG00000100744
DEF8	ENSG00000140995
MAT2A	ENSG00000168906
BTF3L4	ENSG00000134717
SETD7	ENSG00000145391
ABI2	ENSG00000138443
GRPEL2	ENSG00000164284
PRRC1	ENSG00000164244
CCNL1	ENSG00000163660
RBL1	ENSG00000080839
RREB1	ENSG00000124782
CCNB1	ENSG00000134057
PTPN4	ENSG00000088179
NDFIP2	ENSG00000102471
LRP12	ENSG00000147650
VTI1B	ENSG00000100568
CNEP1R1	ENSG00000205423
S100PBP	ENSG00000116497
FNDC3B	ENSG00000075420
PUM2	ENSG00000055917
RPA2	ENSG00000117748
MRPL35	ENSG00000132313
DGKH	ENSG00000102780
ACOX1	ENSG00000161533
ENC1	ENSG00000171617
SLC25A12	ENSG00000115840
NRP1	ENSG00000099250
FEM1C	ENSG00000145780
CYB5R4	ENSG00000065615
CNIH1	ENSG00000100528
GIGYF1	ENSG00000146830
EIF4EBP2	ENSG00000148730
CEP104	ENSG00000116198
SPAG9	ENSG00000008294
SCN8A	ENSG00000196876
ZDHHC7	ENSG00000153786
CLCN6	ENSG00000011021
SLC25A44	ENSG00000160785
LRCH3	ENSG00000186001
MAPK1	ENSG00000100030
ATG14	ENSG00000126775
NABP1	ENSG00000173559
MFN1	ENSG00000171109
DDX6	ENSG00000110367
KIF23	ENSG00000137807
CPEB4	ENSG00000113742
LONP2	ENSG00000102910
DNAJA1	ENSG00000086061
VDAC2	ENSG00000165637
KIAA2026	ENSG00000183354
KDM3A	ENSG00000115548
BTBD3	ENSG00000132640
PPP6C	ENSG00000119414
CC2D1B	ENSG00000154222
PRKAB2	ENSG00000131791
NET1	ENSG00000173848
TMEM167B	ENSG00000215717
DESI2	ENSG00000121644
TRIM24	ENSG00000122779
SLC20A2	ENSG00000168575
MTRR	ENSG00000124275
SOS1	ENSG00000115904
BEND3	ENSG00000178409
ARMC1	ENSG00000104442
E2F8	ENSG00000129173
MMD	ENSG00000108960
SLC25A36	ENSG00000114120
JKAMP	ENSG00000050130
LIPA	ENSG00000107798
SEC22C	ENSG00000093183
FBXO30	ENSG00000118496
ZDHHC18	ENSG00000204160
ZNF445	ENSG00000283034
ZNF655	ENSG00000197343
RAB11FIP1	ENSG00000156675
TRAK2	ENSG00000115993
CUL4A	ENSG00000139842
SSH2	ENSG00000141298
YTHDC1	ENSG00000275272
STK26	ENSG00000134602
ZNF148	ENSG00000163848
TCEA1	ENSG00000187735
MAP3K9	ENSG00000006432
PXYLP1	ENSG00000155893
DOCK5	ENSG00000147459
ERCC4	ENSG00000175595
ILF3	ENSG00000129351
TNFAIP8	ENSG00000145779
MCM7	ENSG00000166508
ELMSAN1	ENSG00000156030
ARHGAP32	ENSG00000134909
PSAP	ENSG00000197746
KDM5A	ENSG00000073614
SLC35E1	ENSG00000127526
EFCAB14	ENSG00000159658
CGN	ENSG00000143375
ATP6V0E1	ENSG00000113732
INIP	ENSG00000148153
LATS2	ENSG00000150457
ZNF770	ENSG00000198146
RNF111	ENSG00000157450
CBX3	ENSG00000122565
ANXA4	ENSG00000196975
TTC17	ENSG00000052841
SNTB2	ENSG00000168807
WDFY2	ENSG00000139668
FOXJ3	ENSG00000198815
ZNF518A	ENSG00000177853
CAMSAP2	ENSG00000118200
CA2	ENSG00000104267
DUSP16	ENSG00000280962
HSBP1	ENSG00000230989
AP1S3	ENSG00000152056
TMEM2	ENSG00000135048
CDC42SE2	ENSG00000158985
NR2C2	ENSG00000177463
NAPEPLD	ENSG00000275723
RPS6KB1	ENSG00000108443
NRBP1	ENSG00000115216
CELF1	ENSG00000149187
SLC9A6	ENSG00000198689
MAML1	ENSG00000283780
ITSN1	ENSG00000205726
FAM20B	ENSG00000116199
SOWAHC	ENSG00000198142
PCLAF	ENSG00000166803
TMEM267	ENSG00000151881
TSPAN3	ENSG00000140391
CDC27	ENSG00000004897
ZNF180	ENSG00000167384
CEP97	ENSG00000182504
TMED5	ENSG00000117500
NDEL1	ENSG00000166579
AK2	ENSG00000004455
RPL7L1	ENSG00000146223
YTHDF3	ENSG00000185728
PAPOLG	ENSG00000115421
IPMK	ENSG00000151151
PFN2	ENSG00000070087
RASEF	ENSG00000165105
RHOB	ENSG00000143878
MFSD9	ENSG00000135953
TRIP11	ENSG00000100815
RABGAP1L	ENSG00000152061
TNFRSF11A	ENSG00000141655
MRPL17	ENSG00000158042
SATB2	ENSG00000119042
SDC1	ENSG00000115884
FN3KRP	ENSG00000141560
PHLPP2	ENSG00000040199
SLF2	ENSG00000119906
VPS33B	ENSG00000184056
EPS15	ENSG00000085832
ARL6IP5	ENSG00000144746
METAP1	ENSG00000164024
UBE2F	ENSG00000184182
SEMA4C	ENSG00000168758
OARD1	ENSG00000124596
ZNF239	ENSG00000196793
TNFRSF12A	ENSG00000006327
